Tanggal,Sampah Daun,Sampah Sayuran,Sampah Anorganik,Daun Terolah,Sampah Fermentasi,Kompos Jadi,Bulan,Tahun,Kompos
2023-05-08 13:41:00,0,63,0,0,0,0,Mei,2023,Jatirejo
2023-05-09 13:17:00,0,143,30,0,233,0,Mei,2023,Pasar Kendal
2023-05-09 13:21:00,0,104,0,0,0,0,Mei,2023,Jatirejo
2023-05-10 13:28:00,0,45,31,0,90,0,Mei,2023,Pasar Kendal
2023-05-10 13:22:00,0,0,0,0,274,0,Mei,2023,Jatirejo
2023-05-11 13:43:00,0,25,28,0,58,0,Mei,2023,Pasar Kendal
2023-05-11 13:51:00,0,69,0,0,0,0,Mei,2023,Jatirejo
2023-05-12 13:14:00,0,0,0,0,0,0,Mei,2023,Pasar Kendal
2023-05-12 13:10:00,0,84,0,0,0,0,Mei,2023,Jatirejo
2023-05-13 13:16:00,170,0,29,81,0,0,Mei,2023,Pasar Kendal
2023-05-13 13:16:00,0,117,0,0,0,0,Mei,2023,Jatirejo
2023-05-15 13:15:00,0,35,31,0,70,0,Mei,2023,Pasar Kendal
2023-05-15 13:23:00,0,61,0,0,0,0,Mei,2023,Jatirejo
2023-05-16 13:56:00,0,32,28,0,70,0,Mei,2023,Pasar Kendal
2023-05-16 13:21:00,0,79,0,0,420,0,Mei,2023,Jatirejo
2023-05-17 13:23:00,0,40,29,0,85,0,Mei,2023,Pasar Kendal
2023-05-17 13:25:00,0,53,0,0,0,0,Mei,2023,Jatirejo
2023-05-19 13:57:00,180,0,25,79,0,0,Mei,2023,Pasar Kendal
2023-05-19 13:56:00,0,97,0,0,0,0,Mei,2023,Jatirejo
2023-05-20 12:48:00,0,29,28,0,108,0,Mei,2023,Pasar Kendal
2023-05-20 13:36:00,200,79,0,81,0,0,Mei,2023,Jatirejo
2023-05-22 13:06:00,0,0,0,0,0,185,Mei,2023,Pasar Kendal
2023-05-22 14:08:00,0,58,0,0,0,0,Mei,2023,Jatirejo
2023-05-23 14:13:00,0,144,31,0,288,0,Mei,2023,Pasar Kendal
2023-05-23 13:11:00,0,0,0,0,0,0,Mei,2023,Jatirejo
2023-05-24 14:13:00,0,0,32,0,0,215,Mei,2023,Pasar Kendal
2023-06-24 14:17:00,300,73,0,127,0,0,Mei,2023,Jatirejo
2023-05-25 13:20:00,160,0,29,75,0,0,Mei,2023,Pasar Kendal
2023-05-25 13:22:00,0,124,0,0,0,0,Mei,2023,Jatirejo
2023-05-26 14:23:00,0,127,34,0,288,0,Mei,2023,Pasar Kendal
2023-05-26 14:24:00,0,0,0,0,484,0,Mei,2023,Jatirejo
2023-06-27 13:26:00,0,0,0,0,0,150,Mei,2023,Pasar Kendal
2023-05-27 13:36:00,0,79,0,0,0,0,Mei,2023,Jatirejo
2023-05-29 13:45:00,200,0,29,69,0,0,Mei,2023,Pasar Kendal
2023-05-29 13:31:00,0,0,0,0,0,420,Mei,2023,Jatirejo
2023-05-30 13:49:00,0,92,35,0,188,0,Mei,2023,Pasar Kendal
2023-05-30 13:55:00,0,117,0,0,0,0,Mei,2023,Jatirejo
2023-05-31 13:35:00,0,59,25,0,188,150,Mei,2023,Pasar Kendal
2023-05-31 14:13:00,0,60,0,0,269,0,Mei,2023,Jatirejo
2023-06-03 13:15:00,200,0,27,88,0,0,Juni,2023,Pasar Kendal
2023-06-03 13:27:00,140,73,0,64,0,0,Juni,2023,Jatirejo
2023-06-05 13:28:00,0,93,31,0,181,0,Juni,2023,Pasar Kendal
2023-06-05 13:41:00,0,118,0,0,0,0,Juni,2023,Jatirejo
2023-06-06 12:33:00,0,0,26,0,0,0,Juni,2023,Pasar Kendal
2023-06-06 13:35:00,0,0,0,0,421,0,Juni,2023,Jatirejo
2023-06-07 13:41:00,160,0,33,79,0,0,Juni,2023,Pasar Kendal
2023-06-07 13:44:00,0,246,0,0,0,0,Juni,2023,Jatirejo
2023-06-08 13:41:00,0,0,33,0,0,175,Juni,2023,Pasar Kendal
2023-06-08 12:44:00,250,79,0,118,0,0,Juni,2023,Jatirejo
2023-06-09 12:48:00,0,89,26,0,108,0,Juni,2023,Pasar Kendal
2023-06-09 13:49:00,0,0,0,0,0,0,Juni,2023,Jatirejo
2023-06-10 12:09:00,0,0,26,0,0,0,Juni,2023,Pasar Kendal
2023-06-10 13:11:00,200,74,0,125,0,0,Juni,2023,Jatirejo
2023-06-12 13:12:00,150,0,28,78,0,0,Juni,2023,Pasar Kendal
2023-06-12 13:14:00,0,94,0,0,0,0,Juni,2023,Jatirejo
2023-06-13 13:16:00,0,100,31,0,178,0,Juni,2023,Pasar Kendal
2023-06-13 13:18:00,0,0,0,0,569,0,Juni,2023,Jatirejo
2023-06-14 13:21:00,0,55,31,0,125,0,Juni,2023,Pasar Kendal
2023-06-14 13:24:00,0,64,0,0,0,0,Juni,2023,Jatirejo
2023-06-15 12:25:00,150,0,26,75,0,0,Juni,2023,Pasar Kendal
2023-06-15 13:29:00,0,98,0,0,0,0,Juni,2023,Jatirejo
2023-06-16 12:39:00,0,0,27,0,0,0,Juni,2023,Pasar Kendal
2023-06-16 10:40:00,0,173,0,0,0,0,Juni,2023,Jatirejo
2023-06-17 11:41:00,0,0,31,0,0,0,Juni,2023,Pasar Kendal
2023-06-17 10:50:00,350,0,0,137,0,0,Juni,2023,Jatirejo
2023-06-19 13:42:00,0,115,33,0,233,0,Juni,2023,Pasar Kendal
2023-06-19 12:51:00,0,0,0,0,365,0,Juni,2023,Jatirejo
2023-06-19 12:51:00,0,0,0,0,365,0,Juni,2023,Jatirejo
2023-06-20 13:52:00,200,0,32,83,0,0,Juni,2023,Pasar Kendal
2023-06-20 13:33:00,0,0,0,0,0,0,Juni,2023,Jatirejo
2023-06-21 13:58:00,0,57,33,0,140,0,Juni,2023,Pasar Kendal
2023-06-21 14:00:00,0,82,0,0,0,0,Juni,2023,Jatirejo
2023-06-22 13:01:00,0,0,32,0,0,0,Juni,2023,Pasar Kendal
2023-06-22 13:10:00,0,169,0,0,0,0,Juni,2023,Jatirejo
2023-06-23 12:10:00,150,0,35,62,0,0,Juni,2023,Pasar Kendal
2023-06-23 12:08:00,0,57,0,0,0,0,Juni,2023,Jatirejo
2023-06-24 13:14:00,0,49,31,0,109,0,Juni,2023,Pasar Kendal
2023-06-24 11:20:00,300,124,0,183,0,0,Juni,2023,Jatirejo
2023-06-26 13:16:00,0,0,30,0,0,0,Juni,2023,Pasar Kendal
2023-06-26 13:17:00,0,86,0,0,0,0,Juni,2023,Jatirejo
2023-06-27 13:19:00,0,0,29,0,0,0,Juni,2023,Pasar Kendal
2023-06-27 13:40:00,0,0,0,0,469,0,Juni,2023,Jatirejo
2023-07-01 13:04:00,150,0,28,66,0,0,Juli,2023,Pasar Kendal
2023-07-01 13:22:00,0,215,0,0,0,0,Juli,2023,Jatirejo
2023-07-03 14:07:00,0,0,29,0,0,210,Juli,2023,Pasar Kendal
2023-07-03 14:17:00,0,53,0,0,0,0,Juli,2023,Jatirejo
2023-07-04 13:14:00,0,0,28,0,0,0,Juli,2023,Pasar Kendal
2023-07-04 14:19:00,250,93,0,134,0,0,Juli,2023,Jatirejo
2023-07-05 13:27:00,0,93,31,0,159,0,Juli,2023,Pasar Kendal
2023-07-05 13:33:00,0,182,0,0,0,0,Juli,2023,Jatirejo
2023-07-06 13:41:00,0,0,27,0,0,0,Juli,2023,Pasar Kendal
2023-07-06 13:52:00,0,61,0,0,0,0,Juli,2023,Jatirejo
2023-07-07 11:22:00,200,0,31,105,0,0,Juli,2023,Pasar Kendal
2023-07-07 11:36:00,0,0,0,0,572,0,Juli,2023,Jatirejo
2023-07-08 12:38:00,0,0,29,0,0,170,Juli,2023,Pasar Kendal
2023-07-08 12:42:00,400,73,0,279,0,0,Juli,2023,Jatirejo
2023-07-10 13:29:00,0,64,31,0,134,0,Juli,2023,Pasar Kendal
2023-07-10 13:34:00,0,82,0,0,0,0,Juli,2023,Jatirejo
2023-07-11 13:16:00,0,0,30,0,0,0,Juli,2023,Pasar Kendal
2023-07-11 13:33:00,0,0,0,0,0,0,Juli,2023,Jatirejo
2023-07-12 13:42:00,160,0,33,73,0,0,Juli,2023,Pasar Kendal
2023-07-12 13:48:00,0,169,0,0,0,0,Juli,2023,Jatirejo
2023-07-13 13:53:00,0,121,30,0,257,0,Juli,2023,Pasar Kendal
2023-07-13 13:49:00,0,94,0,0,0,365,Juli,2023,Jatirejo
2023-07-14 11:06:00,0,0,31,0,0,0,Juli,2023,Pasar Kendal
2023-07-14 11:10:00,380,71,0,203,0,0,Juli,2023,Jatirejo
2023-07-15 13:05:00,0,40,29,0,80,0,Juli,2023,Pasar Kendal
2023-07-15 13:14:00,0,0,0,0,447,0,Juli,2023,Jatirejo
2023-07-17 13:21:00,170,0,33,82,0,0,Juli,2023,Pasar Kendal
2023-07-17 13:28:00,0,93,0,0,0,0,Juli,2023,Jatirejo
2023-07-18 13:38:00,0,0,38,0,0,0,Juli,2023,Pasar Kendal
2023-07-18 13:26:00,0,74,0,0,0,0,Juli,2023,Jatirejo
2023-07-20 13:25:00,0,0,32,0,0,0,Juli,2023,Pasar Kendal
2023-07-20 13:58:00,120,96,0,53,0,0,Juli,2023,Jatirejo
2023-07-21 13:33:00,0,0,33,0,0,0,Juli,2023,Pasar Kendal
2023-07-21 13:34:00,0,0,0,0,0,0,Juli,2023,Jatirejo
2023-07-22 13:30:00,0,35,0,0,0,175,Juli,2023,Pasar Kendal
2023-07-22 13:38:00,0,0,0,0,363,0,Juli,2023,Jatirejo
2023-07-24 13:51:00,0,105,35,0,215,0,Juli,2023,Pasar Kendal
2023-07-24 13:20:00,0,0,0,0,0,0,Juli,2023,Jatirejo
2023-07-25 13:24:00,250,0,33,113,0,0,Juli,2023,Pasar Kendal
2023-07-25 13:30:00,0,0,0,0,0,0,Juli,2023,Jatirejo
2023-07-26 13:27:00,0,0,35,0,0,0,Juli,2023,Pasar Kendal
2023-07-26 13:28:00,0,0,0,0,0,0,Juli,2023,Jatirejo
2023-07-27 13:16:00,0,0,35,0,0,150,Juli,2023,Pasar Kendal
2023-07-27 13:22:00,0,0,0,0,0,0,Juli,2023,Jatirejo
2023-07-28 13:27:00,0,0,30,0,0,0,Juli,2023,Pasar Kendal
2023-07-28 13:27:00,0,0,0,0,0,0,Juli,2023,Jatirejo
2023-07-29 13:33:00,0,126,31,0,256,0,Juli,2023,Pasar Kendal
2023-07-29 13:33:00,0,0,0,8,8,0,Juli,2023,Jatirejo
2023-07-31 13:47:00,0,0,30,0,0,0,Juli,2023,Pasar Kendal
2023-07-31 12:40:00,0,0,0,0,0,0,Juli,2023,Jatirejo
2023-08-01 13:48:00,0,105,31,0,213,0,Agustus,2023,Pasar Kendal
2023-08-01 13:53:00,150,0,0,63,0,0,Agustus,2023,Jatirejo
2023-08-02 13:32:00,150,0,28,71,0,0,Agustus,2023,Pasar Kendal
2023-08-02 13:33:00,0,57,0,0,0,0,Agustus,2023,Jatirejo
2023-08-03 13:15:00,0,0,29,0,0,0,Agustus,2023,Pasar Kendal
2023-08-03 13:27:00,0,58,0,0,0,0,Agustus,2023,Jatirejo
2023-08-04 13:28:00,0,0,29,0,0,0,Agustus,2023,Pasar Kendal
2023-08-04 13:38:00,370,0,0,182,0,0,Agustus,2023,Jatirejo
2023-08-05 12:23:00,0,78,31,0,167,0,Agustus,2023,Pasar Kendal
2023-08-05 11:42:00,0,117,0,0,0,0,Agustus,2023,Jatirejo
2023-08-07 13:33:00,150,0,31,78,0,0,Agustus,2023,Pasar Kendal
2023-08-07 13:42:00,0,0,0,0,441,0,Agustus,2023,Jatirejo
2023-08-08 13:21:00,0,0,29,0,0,0,Agustus,2023,Pasar Kendal
2023-08-08 13:46:00,0,120,0,0,0,0,Agustus,2023,Jatirejo
2023-08-09 13:47:00,0,90,32,0,168,0,Agustus,2023,Pasar Kendal
2023-08-09 13:31:00,0,153,0,0,0,0,Agustus,2023,Jatirejo
2023-08-10 12:58:00,250,0,33,113,0,0,Agustus,2023,Pasar Kendal
2023-08-10 13:37:00,0,0,0,0,0,0,Agustus,2023,Jatirejo
2023-08-11 10:53:00,220,0,29,113,0,0,Agustus,2023,Pasar Kendal
2023-08-11 11:28:00,0,0,0,0,0,0,Agustus,2023,Jatirejo
2023-08-12 12:54:00,0,0,35,0,0,165,Agustus,2023,Pasar Kendal
2023-08-12 11:57:00,0,0,0,0,0,625,Agustus,2023,Jatirejo
2023-08-14 13:59:00,0,0,27,0,0,150,Agustus,2023,Pasar Kendal
2023-08-14 14:06:00,0,104,0,0,0,0,Agustus,2023,Jatirejo
2023-08-15 13:21:00,0,134,27,0,247,0,Agustus,2023,Pasar Kendal
2023-08-15 13:34:00,0,0,0,0,407,0,Agustus,2023,Jatirejo
2023-08-16 13:10:00,200,0,28,107,0,0,Agustus,2023,Pasar Kendal
2023-08-16 13:21:00,250,0,0,138,0,0,Agustus,2023,Jatirejo
2023-08-18 13:18:00,0,0,27,0,0,0,Agustus,2023,Pasar Kendal
2023-08-18 13:24:00,0,118,0,0,0,0,Agustus,2023,Jatirejo
2023-08-19 12:31:00,0,110,31,0,217,0,Agustus,2023,Pasar Kendal
2023-08-19 12:35:00,0,147,0,0,0,0,Agustus,2023,Jatirejo
2023-08-21 13:25:00,150,0,30,63,0,0,Agustus,2023,Pasar Kendal
2023-08-21 13:30:00,0,63,0,0,0,0,Agustus,2023,Jatirejo
2023-08-22 13:45:00,0,0,31,0,0,140,Agustus,2023,Pasar Kendal
2023-08-22 14:00:00,0,63,0,0,0,0,Agustus,2023,Jatirejo
2023-08-23 13:01:00,0,90,33,0,196,0,Agustus,2023,Pasar Kendal
2023-08-23 13:06:00,0,142,0,0,0,0,Agustus,2023,Jatirejo
2023-08-24 13:06:00,0,0,31,0,0,0,Agustus,2023,Pasar Kendal
2023-08-24 13:12:00,0,0,0,0,537,0,Agustus,2023,Jatirejo
2023-08-25 13:17:00,0,0,35,0,0,0,Agustus,2023,Pasar Kendal
2023-08-25 13:18:00,0,93,0,0,0,0,Agustus,2023,Jatirejo
2023-08-26 12:51:00,0,0,26,0,0,0,Agustus,2023,Pasar Kendal
2023-08-26 12:56:00,0,51,0,0,0,0,Agustus,2023,Jatirejo
2023-08-28 13:18:00,0,0,29,0,0,0,Agustus,2023,Pasar Kendal
2023-08-28 13:20:00,72,0,0,0,0,0,Agustus,2023,Jatirejo
2023-08-29 13:00:00,0,0,33,0,0,0,Agustus,2023,Pasar Kendal
2023-08-29 13:07:00,100,0,0,47,0,0,Agustus,2023,Jatirejo
2023-08-30 13:20:00,0,0,35,0,0,0,Agustus,2023,Pasar Kendal
2023-08-30 13:37:00,0,70,0,0,0,0,Agustus,2023,Jatirejo
2023-08-31 13:02:00,0,0,32,0,0,0,Agustus,2023,Pasar Kendal
2023-08-31 13:07:00,0,0,0,0,0,0,Agustus,2023,Jatirejo
2023-09-01 10:57:00,0,0,29,0,0,0,September,2023,Pasar Kendal
2023-09-01 11:25:00,400,193,0,261,0,0,September,2023,Jatirejo
2023-09-02 13:03:00,0,0,35,0,0,0,September,2023,Pasar Kendal
2023-09-02 13:09:00,0,107,0,0,0,0,September,2023,Jatirejo
2023-09-04 13:30:00,0,0,35,0,0,0,September,2023,Pasar Kendal
2023-09-04 13:34:00,0,61,0,0,0,355,September,2023,Jatirejo
2023-09-05 13:10:00,0,0,33,0,0,0,September,2023,Pasar Kendal
2023-09-05 13:17:00,0,129,0,0,0,0,September,2023,Jatirejo
2023-09-06 13:50:00,185,0,35,95,0,0,September,2023,Pasar Kendal
2023-09-06 13:57:00,0,0,0,0,784,0,September,2023,Jatirejo
2023-09-07 14:00:00,0,0,0,0,0,200,September,2023,Pasar Kendal
2023-09-07 14:05:00,0,0,0,0,8,0,September,2023,Jatirejo
2023-09-08 14:15:00,0,0,31,0,8,150,September,2023,Pasar Kendal
2023-09-08 14:20:00,0,134,0,0,0,0,September,2023,Jatirejo
2023-09-09 12:15:00,0,0,36,0,0,150,September,2023,Pasar Kendal
2023-09-09 12:30:00,200,0,0,96,0,0,September,2023,Jatirejo
2023-09-11 13:30:00,0,160,31,0,225,0,September,2023,Pasar Kendal
2023-09-11 13:35:00,0,147,0,0,0,0,September,2023,Jatirejo
2023-09-12 13:15:00,200,0,35,110,0,0,September,2023,Pasar Kendal
2023-09-12 13:20:00,0,0,0,0,304,0,September,2023,Jatirejo
2023-09-13 14:25:00,200,0,34,105,0,0,September,2023,Pasar Kendal
2023-09-13 14:34:00,0,92,0,0,0,0,September,2023,Jatirejo
2023-09-14 14:00:00,0,0,36,0,0,0,September,2023,Pasar Kendal
2023-09-14 14:15:00,0,117,0,0,0,0,September,2023,Jatirejo
2023-09-15 14:15:00,0,0,33,0,0,0,September,2023,Pasar Kendal
2023-09-15 14:39:00,200,49,0,83,0,0,September,2023,Jatirejo
2023-09-16 13:00:00,0,0,31,0,0,0,September,2023,Pasar Kendal
2023-09-16 13:06:00,0,0,0,0,0,0,September,2023,Jatirejo
2023-09-18 13:00:00,0,135,34,0,318,0,September,2023,Pasar Kendal
2023-09-18 13:09:00,0,0,0,0,0,295,September,2023,Jatirejo
2023-09-19 13:05:00,0,0,33,0,0,0,September,2023,Pasar Kendal
2023-09-19 13:10:00,0,37,0,0,0,0,September,2023,Jatirejo
2023-09-20 13:04:00,0,0,30,0,0,0,September,2023,Pasar Kendal
2023-09-20 13:15:00,0,127,0,0,0,0,September,2023,Jatirejo
2023-09-21 13:15:00,0,0,29,0,0,0,September,2023,Pasar Kendal
2023-09-21 13:23:00,0,0,0,0,412,0,September,2023,Jatirejo
2023-09-22 13:08:00,150,0,32,68,0,0,September,2023,Pasar Kendal
2023-09-22 13:26:00,0,93,0,0,0,0,September,2023,Jatirejo
2023-09-23 13:30:00,0,75,35,0,165,0,September,2023,Pasar Kendal
2023-09-23 13:35:00,200,47,0,87,0,0,September,2023,Jatirejo
2023-09-25 13:25:00,0,0,37,0,0,0,September,2023,Pasar Kendal
2023-09-25 13:34:00,0,51,0,0,0,0,September,2023,Jatirejo
2023-09-26 13:30:00,150,0,36,68,0,0,September,2023,Pasar Kendal
2023-09-26 13:35:00,230,78,0,0,0,0,September,2023,Jatirejo
2023-09-27 13:30:00,0,0,33,0,0,0,September,2023,Pasar Kendal
2023-09-27 13:38:00,0,0,0,0,319,0,September,2023,Jatirejo
2023-09-29 13:05:00,0,0,30,0,0,0,September,2023,Pasar Kendal
2023-09-29 13:41:00,0,52,0,0,0,0,September,2023,Jatirejo
2023-09-30 13:48:00,0,0,34,0,0,0,September,2023,Pasar Kendal
2023-09-30 13:40:00,0,0,0,0,0,325,September,2023,Jatirejo
2023-10-02 13:50:00,0,0,33,0,0,0,Oktober,2023,Pasar Kendal
2023-10-02 13:56:00,0,41,0,0,0,0,Oktober,2023,Jatirejo
2023-10-03 13:00:00,0,0,36,0,0,0,Oktober,2023,Pasar Kendal
2023-10-03 13:05:00,0,29,0,0,0,0,Oktober,2023,Jatirejo
2023-10-04 13:30:00,0,88,35,0,175,0,Oktober,2023,Pasar Kendal
2023-10-04 13:41:00,0,73,0,0,0,0,Oktober,2023,Jatirejo
2023-10-05 13:35:00,200,0,31,105,0,0,Oktober,2023,Pasar Kendal
2023-10-05 13:45:00,200,63,0,92,0,0,Oktober,2023,Jatirejo
2023-10-06 13:40:00,0,0,30,0,0,0,Oktober,2023,Pasar Kendal
2023-10-06 13:45:00,0,85,0,0,0,0,Oktober,2023,Jatirejo
2023-10-07 12:30:00,0,0,33,0,0,0,Oktober,2023,Pasar Kendal
2023-10-07 12:47:00,0,0,0,127,385,0,Oktober,2023,Jatirejo
2023-10-09 13:15:00,0,0,33,0,0,0,Oktober,2023,Pasar Kendal
2023-10-09 13:20:00,0,97,0,0,0,0,Oktober,2023,Jatirejo
2023-10-10 13:15:00,250,0,36,110,0,0,Oktober,2023,Pasar Kendal
2023-10-10 13:23:00,300,0,0,50,0,0,Oktober,2023,Jatirejo
2023-10-11 13:30:00,0,0,34,0,0,0,Oktober,2023,Pasar Kendal
2023-10-11 13:20:00,0,148,0,0,0,0,Oktober,2023,Jatirejo
2023-10-12 13:30:00,0,88,35,0,198,0,Oktober,2023,Pasar Kendal
2023-10-12 13:36:00,100,0,0,0,0,0,Oktober,2023,Jatirejo
2023-10-13 11:27:00,200,0,36,93,0,0,Oktober,2023,Pasar Kendal
2023-10-13 11:30:00,0,0,0,127,348,0,Oktober,2023,Jatirejo
2023-10-14 12:30:00,0,0,35,0,0,0,Oktober,2023,Pasar Kendal
2023-10-14 12:34:00,300,97,0,0,0,0,Oktober,2023,Jatirejo
2023-10-16 13:20:00,0,0,33,0,0,0,Oktober,2023,Pasar Kendal
2023-10-16 13:30:00,0,143,0,0,0,0,Oktober,2023,Jatirejo
2023-10-17 13:35:00,0,102,34,0,205,0,Oktober,2023,Pasar Kendal
2023-10-17 13:30:00,400,84,0,0,0,0,Oktober,2023,Jatirejo
2023-10-18 13:35:00,200,0,36,85,0,0,Oktober,2023,Pasar Kendal
2023-10-18 13:40:00,0,91,0,0,0,0,Oktober,2023,Jatirejo
2023-10-19 13:45:00,0,87,32,0,172,0,Oktober,2023,Pasar Kendal
2023-10-19 13:51:00,0,63,0,0,0,0,Oktober,2023,Jatirejo
2023-10-20 11:36:00,300,0,37,120,0,0,Oktober,2023,Pasar Kendal
2023-10-20 11:52:00,0,97,0,0,0,0,Oktober,2023,Jatirejo
2023-10-21 13:15:00,0,0,33,0,0,0,Oktober,2023,Pasar Kendal
2023-10-21 12:20:00,0,107,0,0,490,0,Oktober,2023,Jatirejo
2023-10-23 13:20:00,0,170,38,0,290,0,Oktober,2023,Pasar Kendal
2023-10-23 13:30:00,0,0,0,0,0,0,Oktober,2023,Jatirejo
2023-10-24 13:30:00,0,0,35,0,0,0,Oktober,2023,Pasar Kendal
2023-10-24 13:35:00,0,0,0,163,0,0,Oktober,2023,Jatirejo
2023-10-25 13:35:00,0,0,35,0,0,150,Oktober,2023,Pasar Kendal
2023-10-25 13:40:00,0,0,0,0,8,0,Oktober,2023,Jatirejo
2023-10-26 13:30:00,200,0,33,46,0,0,Oktober,2023,Pasar Kendal
2023-10-26 13:40:00,0,0,0,0,0,0,Oktober,2023,Jatirejo
2023-10-27 11:40:00,0,117,30,0,202,0,Oktober,2023,Pasar Kendal
2023-10-27 11:45:00,0,156,0,0,0,0,Oktober,2023,Jatirejo
2023-10-28 12:45:00,0,0,33,0,0,0,Oktober,2023,Pasar Kendal
2023-10-28 12:55:00,0,0,0,0,451,0,Oktober,2023,Jatirejo
2023-10-30 13:40:00,0,0,36,0,0,0,Oktober,2023,Pasar Kendal
2023-10-30 13:54:00,0,0,0,0,0,0,Oktober,2023,Jatirejo
2023-10-31 13:40:00,250,0,34,102,0,0,Oktober,2023,Pasar Kendal
2023-10-31 14:00:00,0,0,0,0,0,0,Oktober,2023,Jatirejo
2023-11-01 00:00:00,250,0,36,0,0,0,November,2023,Kompos Pasar Kendal
2023-11-01 00:00:00,0,0,0,0,0,0,November,2023,Kompos Jatirejo
2023-11-02 00:00:00,0,0,35,0,0,0,November,2023,Kompos Pasar Kendal
2023-11-02 00:00:00,0,0,0,0,0,390,November,2023,Kompos Jatirejo
2023-11-03 00:00:00,0,118,37,0,220,0,November,2023,Kompos Pasar Kendal
2023-11-03 00:00:00,0,0,0,139,0,0,November,2023,Kompos Jatirejo
2023-11-04 00:00:00,0,0,37,85,0,0,November,2023,Kompos Pasar Kendal
2023-11-04 00:00:00,0,119,0,0,0,0,November,2023,Kompos Jatirejo
2023-11-06 00:00:00,0,0,36,0,0,0,November,2023,Kompos Pasar Kendal
2023-11-06 00:00:00,300,0,0,0,0,0,November,2023,Kompos Jatirejo
2023-11-07 00:00:00,0,73,37,0,158,0,November,2023,Kompos Pasar Kendal
2023-11-07 00:00:00,0,0,0,0,337,0,November,2023,Kompos Jatirejo
2023-11-08 00:00:00,0,0,35,72,0,0,November,2023,Kompos Pasar Kendal
2023-11-08 00:00:00,0,37,0,0,0,0,November,2023,Kompos Jatirejo
2023-11-09 00:00:00,0,0,35,0,0,165,November,2023,Kompos Pasar Kendal
2023-11-09 00:00:00,0,51,0,0,0,0,November,2023,Kompos Jatirejo
2023-11-10 00:00:00,0,60,33,0,132,0,November,2023,Kompos Pasar Kendal
2023-11-10 00:00:00,550,0,0,0,0,0,November,2023,Kompos Jatirejo
2023-11-11 00:00:00,0,0,37,121,0,0,November,2023,Kompos Pasar Kendal
2023-11-11 00:00:00,0,0,0,306,0,0,November,2023,Kompos Jatirejo
2023-11-13 00:00:00,200,0,38,0,0,0,November,2023,Kompos Pasar Kendal
2023-11-13 00:00:00,0,136,0,0,0,0,November,2023,Kompos Jatirejo
2023-11-14 00:00:00,0,104,37,0,225,0,November,2023,Kompos Pasar Kendal
2023-11-14 00:00:00,0,172,0,0,0,0,November,2023,Kompos Jatirejo
2023-11-16 00:00:00,300,0,37,0,0,0,November,2023,Kompos Pasar Kendal
2023-11-16 00:00:00,0,93,0,0,0,0,November,2023,Kompos Jatirejo
2023-11-17 00:00:00,0,140,35,0,217,0,November,2023,Kompos Pasar Kendal
2023-11-17 00:00:00,0,46,0,0,0,0,November,2023,Kompos Jatirejo
2023-11-18 00:00:00,0,0,34,0,0,0,November,2023,Kompos Pasar Kendal
2023-11-18 00:00:00,0,0,0,0,421,0,November,2023,Kompos Jatirejo
2023-11-20 00:00:00,0,0,36,99,0,0,November,2023,Kompos Pasar Kendal
2023-11-20 00:00:00,0,127,0,0,0,0,November,2023,Kompos Jatirejo
2023-11-21 00:00:00,0,0,35,0,0,0,November,2023,Kompos Pasar Kendal
2023-11-21 00:00:00,0,41,0,0,0,0,November,2023,Kompos Jatirejo
2023-11-22 00:00:00,0,106,35,0,205,0,November,2023,Kompos Pasar Kendal
2023-11-22 00:00:00,0,56,0,193,0,0,November,2023,Kompos Jatirejo
2023-11-23 00:00:00,250,0,37,0,0,0,November,2023,Kompos Pasar Kendal
2023-11-23 00:00:00,0,87,0,0,0,0,November,2023,Kompos Jatirejo
2023-11-24 00:00:00,0,0,30,122,0,0,November,2023,Kompos Pasar Kendal
2023-11-24 00:00:00,0,124,0,0,0,0,November,2023,Kompos Jatirejo
2023-11-25 00:00:00,0,0,36,0,0,0,November,2023,Kompos Pasar Kendal
2023-11-25 00:00:00,0,0,0,0,457,0,November,2023,Kompos Jatirejo
2023-11-27 00:00:00,0,0,37,0,0,0,November,2023,Kompos Pasar Kendal
2023-11-27 00:00:00,400,0,0,0,0,0,November,2023,Kompos Jatirejo
2023-11-28 00:00:00,0,0,36,0,0,0,November,2023,Kompos Pasar Kendal
2023-11-28 00:00:00,0,0,0,0,0,0,November,2023,Kompos Jatirejo
2023-11-29 00:00:00,350,220,34,0,342,0,November,2023,Kompos Pasar Kendal
2023-11-29 00:00:00,0,156,0,0,0,0,November,2023,Kompos Jatirejo
2023-11-30 00:00:00,0,0,33,0,0,0,November,2023,Kompos Pasar Kendal
2023-11-30 00:00:00,0,0,0,0,0,445,November,2023,Kompos Jatirejo
2023-12-01 00:00:00,0,0,35,103,0,0,Desember,2023,Kompos Pasar Kendal
2023-12-01 00:00:00,0,0,0,0,0,0,Desember,2023,Kompos Jatirejo
2023-12-02 00:00:00,0,0,31,0,0,135,Desember,2023,Kompos Pasar Kendal
2023-12-02 00:00:00,650,125,0,0,0,0,Desember,2023,Kompos Jatirejo
2023-12-04 00:00:00,0,0,33,0,0,0,Desember,2023,Kompos Pasar Kendal
2023-12-04 00:00:00,0,41,0,379,0,0,Desember,2023,Kompos Jatirejo
2023-12-05 00:00:00,0,0,36,0,0,0,Desember,2023,Kompos Pasar Kendal
2023-12-05 00:00:00,0,93,0,0,0,0,Desember,2023,Kompos Jatirejo
